SERIAL,DEPARTMENTID,HALLSTATUS,DISTRICT,THANA,SEX,PLACEOFBIRTH,STARTINGACADEMICYEAR2,ADMISSIONDATE,COURSENUMBER,LETTERGRADE,CLASSATTENDENCEMARKS,CLASSTESTMARKS,PARTAMARKS,PARTBMARKS,TOTALNUMBER,LEVELNAME,TERMNAME,GPA,CGPA,TERMCOUNT,CRHREARNED,TOTCRHRCOMPLETED
"14,447",MME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,MME 222,,,,,,,2,1,,,3,,
"14,447",MME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,MME 231,,,,,,,2,1,,,3,,
"14,447",MME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,MME 241,,,,,,,2,1,,,3,,
"14,447",MME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,MME 242,,,,,,,2,1,,,3,,
"14,447",MME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,PHY 102,A,,,,,113,1,1,4,4,1,20,20
"14,447",MME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,PHY 103,A+,30,45,85,80,240,1,1,4,4,1,20,20
"14,447",MME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,PHY 157,A,30,51,67,78,226,1,2,3,4,2,21,41
"14,447",MME,Resident,Khulna,Khulna thana,M,Khulna,,03/27/2012 00:00:00,SHOP 182,A+,,,,,125,1,2,3,4,2,21,41
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,CHEM 107,B+,30,43,63,66,202,1,1,4,4,1,20,20
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,CHEM 114,A,,,,,113,1,1,4,4,1,20,20
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,CHEM 121,B+,24,50,67,55,196,1,2,4,4,2,21,41
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,CHEM 122,A,,,,,113,1,2,4,4,2,21,41
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,EEE 155,A+,30,49,89,91,259,1,1,4,4,1,20,20
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,EEE 156,A+,,,,,120,1,1,4,4,1,20,20
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,HUM 101,B+,21,51,68,59,199,1,2,4,4,2,21,41
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,MATH 171,B+,24,52,82,49,207,1,1,4,4,1,20,20
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,MATH 173,A,21,39,91,84,235,1,2,4,4,2,21,41
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,MATH 271,,,,,,,2,1,,,3,,
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,ME 141,A+,30,52,88,70,240,1,2,4,4,2,21,41
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,ME 160,B+,,,,,97,1,2,4,4,2,21,41
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,ME 243,,,,,,,2,1,,,3,,
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,ME 260,,,,,,,2,1,,,3,,
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,MME 131,A-,30,57,53,82,222,1,1,4,4,1,20,20
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,MME 138,B,,,,,93,1,2,4,4,2,21,41
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,MME 211,,,,,,,2,1,,,3,,
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,MME 212,,,,,,,2,1,,,3,,
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,MME 222,,,,,,,2,1,,,3,,
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,MME 231,,,,,,,2,1,,,3,,
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,MME 241,,,,,,,2,1,,,3,,
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,MME 242,,,,,,,2,1,,,3,,
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,PHY 102,A-,,,,,106,1,1,4,4,1,20,20
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,PHY 103,A+,27,51,84,78,240,1,1,4,4,1,20,20
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,PHY 157,A+,27,51,80,85,243,1,2,4,4,2,21,41
"14,448",MME,Resident,Habiganj,Habigonj hq,F,Habiganj,,03/27/2012 00:00:00,SHOP 182,A+,,,,,128,1,2,4,4,2,21,41
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,CHEM 107,A+,30,55,84,96,265,1,1,4,4,1,20,20
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,CHEM 114,A-,,,,,105,1,1,4,4,1,20,20
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,CHEM 121,A,30,54,70,72,226,1,2,4,4,2,21,41
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,CHEM 122,A+,,,,,130,1,2,4,4,2,21,41
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,EEE 155,A+,30,54,97,99,280,1,1,4,4,1,20,20
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,EEE 156,A+,,,,,120,1,1,4,4,1,20,20
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,HUM 101,A-,30,46,69,74,219,1,2,4,4,2,21,41
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,MATH 171,A,30,58,60,76,224,1,1,4,4,1,20,20
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,MATH 173,A+,30,43,100,90,263,1,2,4,4,2,21,41
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,MATH 271,,,,,,,2,1,,,3,,
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,ME 141,A,30,60,87,58,235,1,2,4,4,2,21,41
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,ME 160,A-,,,,,107,1,2,4,4,2,21,41
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,ME 243,,,,,,,2,1,,,3,,
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,ME 260,,,,,,,2,1,,,3,,
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,MME 131,A+,30,59,96,93,278,1,1,4,4,1,20,20
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,MME 138,A,,,,,117,1,2,4,4,2,21,41
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,MME 211,,,,,,,2,1,,,3,,
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,MME 212,,,,,,,2,1,,,3,,
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,MME 222,,,,,,,2,1,,,3,,
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,MME 231,,,,,,,2,1,,,3,,
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,MME 241,,,,,,,2,1,,,3,,
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,MME 242,,,,,,,2,1,,,3,,
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,PHY 102,A,,,,,113,1,1,4,4,1,20,20
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,PHY 103,A+,30,53,87,78,248,1,1,4,4,1,20,20
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,PHY 157,A+,30,48,79,82,239,1,2,4,4,2,21,41
"14,449",MME,Resident,Chittagong,Panchlaish,M,Chittagong,,03/27/2012 00:00:00,SHOP 182,A+,,,,,126,1,2,4,4,2,21,41
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,CHEM 107,B+,27,46,80,41,194,1,1,3,3,1,20,20
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,CHEM 114,B+,,,,,101,1,1,3,3,1,20,20
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,CHEM 121,B,24,46,54,64,188,1,2,3,3,2,21,41
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,CHEM 122,A+,,,,,124,1,2,3,3,2,21,41
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,EEE 155,A+,30,60,92,69,251,1,1,3,3,1,20,20
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,EEE 156,A-,,,,,107,1,1,3,3,1,20,20
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,HUM 101,C+,30,48,64,19,161,1,2,3,3,2,21,41
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,MATH 171,B+,27,55,70,55,207,1,1,3,3,1,20,20
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,MATH 173,A,24,32,93,83,232,1,2,3,3,2,21,41
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,MATH 271,,,,,,,2,1,,,3,,
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,ME 141,B-,30,48,60,30,168,1,2,3,3,2,21,41
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,ME 160,C,,,,,67,1,2,3,3,2,21,41
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,ME 243,,,,,,,2,1,,,3,,
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,ME 260,,,,,,,2,1,,,3,,
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,MME 131,B+,27,55,68,56,206,1,1,3,3,1,20,20
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,MME 138,A-,,,,,105,1,2,3,3,2,21,41
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,MME 211,,,,,,,2,1,,,3,,
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,MME 212,,,,,,,2,1,,,3,,
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,MME 222,,,,,,,2,1,,,3,,
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,MME 231,,,,,,,2,1,,,3,,
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,MME 241,,,,,,,2,1,,,3,,
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,MME 242,,,,,,,2,1,,,3,,
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,PHY 102,A-,,,,,110,1,1,3,3,1,20,20
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,PHY 103,A-,30,47,75,66,218,1,1,3,3,1,20,20
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,PHY 157,A-,27,46,66,73,212,1,2,3,3,2,21,41
"14,450",MME,Resident,Feni,Shonagaji,M,Feni,,03/27/2012 00:00:00,SHOP 182,A+,,,,,122,1,2,3,3,2,21,41
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,CHEM 107,B+,30,44,55,65,194,1,1,3,3,1,20,20
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,CHEM 114,A,,,,,115,1,1,3,3,1,20,20
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,CHEM 121,B,27,35,62,59,183,1,2,3,3,2,21,41
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,CHEM 122,A+,,,,,121,1,2,3,3,2,21,41
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,EEE 155,A+,30,49,69,92,240,1,1,3,3,1,20,20
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,EEE 156,A-,,,,,105,1,1,3,3,1,20,20
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,HUM 101,B+,27,47,63,66,203,1,2,3,3,2,21,41
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,MATH 171,C+,30,45,59,23,157,1,1,3,3,1,20,20
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,MATH 173,A-,21,22,96,83,222,1,2,3,3,2,21,41
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,MATH 271,,,,,,,2,1,,,3,,
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,ME 141,A-,30,48,97,42,217,1,2,3,3,2,21,41
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,ME 160,A,,,,,112,1,2,3,3,2,21,41
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,ME 243,,,,,,,2,1,,,3,,
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,ME 260,,,,,,,2,1,,,3,,
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,MME 131,A-,30,47,79,67,223,1,1,3,3,1,20,20
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,MME 138,A,,,,,118,1,2,3,3,2,21,41
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,MME 211,,,,,,,2,1,,,3,,
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,MME 212,,,,,,,2,1,,,3,,
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,MME 222,,,,,,,2,1,,,3,,
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,MME 231,,,,,,,2,1,,,3,,
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,MME 241,,,,,,,2,1,,,3,,
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,MME 242,,,,,,,2,1,,,3,,
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,PHY 102,A-,,,,,110,1,1,3,3,1,20,20
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,PHY 103,A-,30,46,69,70,215,1,1,3,3,1,20,20
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,PHY 157,B+,30,23,77,71,201,1,2,3,3,2,21,41
"14,451",MME,Resident,Barisal,Kotwali,M,Barisal,,03/27/2012 00:00:00,SHOP 182,A,,,,,118,1,2,3,3,2,21,41
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,CHEM 107,A+,30,54,86,77,247,1,1,4,4,1,20,20
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,CHEM 114,A+,,,,,129,1,1,4,4,1,20,20
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,CHEM 121,B+,30,50,71,53,204,1,2,4,4,2,21,41
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,CHEM 122,A+,,,,,135,1,2,4,4,2,21,41
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,EEE 155,A+,30,54,86,96,266,1,1,4,4,1,20,20
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,EEE 156,A,,,,,115,1,1,4,4,1,20,20
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,HUM 101,B+,30,49,65,64,208,1,2,4,4,2,21,41
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,MATH 171,A,30,60,86,57,233,1,1,4,4,1,20,20
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,MATH 173,A+,30,57,101,88,276,1,2,4,4,2,21,41
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,MATH 271,,,,,,,2,1,,,3,,
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,ME 141,A+,30,60,92,66,248,1,2,4,4,2,21,41
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,ME 160,A-,,,,,108,1,2,4,4,2,21,41
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,ME 243,,,,,,,2,1,,,3,,
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,ME 260,,,,,,,2,1,,,3,,
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,MME 131,A,30,55,91,50,226,1,1,4,4,1,20,20
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,MME 138,A,,,,,117,1,2,4,4,2,21,41
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,MME 211,,,,,,,2,1,,,3,,
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,MME 212,,,,,,,2,1,,,3,,
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,MME 222,,,,,,,2,1,,,3,,
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,MME 231,,,,,,,2,1,,,3,,
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,MME 241,,,,,,,2,1,,,3,,
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,MME 242,,,,,,,2,1,,,3,,
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,PHY 102,A,,,,,112,1,1,4,4,1,20,20
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,PHY 103,A+,30,50,89,76,245,1,1,4,4,1,20,20
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,PHY 157,A,30,53,68,81,232,1,2,4,4,2,21,41
"14,452",MME,Resident,Narsingdi,Narsingdi MU,M,Narsingdi,,03/27/2012 00:00:00,SHOP 182,A+,,,,,126,1,2,4,4,2,21,41
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,CHEM 109,C+,18,38,39,55,150,1,1,3,3,1,21,21
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,CHEM 114,A-,,,,,105,1,1,3,3,1,21,21
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,CHEM 141,D,12,15,46,54,127,1,2,3,3,2,19,40
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,EEE 159,B,30,38,57,65,190,1,1,3,3,1,21,21
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,EEE 160,A,,,,,57,1,1,3,3,1,21,21
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,EEE 259,,,,,,,2,1,,,3,,
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,EEE 260,,,,,,,2,1,,,3,,
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,HUM 101,C+,15,38,72,34,159,1,2,3,3,2,19,40
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,HUM 303,,,,,,,2,1,,,3,,
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,MATH 161,B-,32,59,56,83,230,1,1,3,3,1,21,21
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,MATH 163,B-,16,44,84,77,221,1,2,3,3,2,19,40
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,MATH 261,,,,,,,2,1,,,3,,
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,ME 160,B,,,,,90,1,1,3,3,1,21,21
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,ME 161,B+,30,36,76,53,195,1,1,3,3,1,21,21
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,ME 171,B-,21,50,36,62,169,1,2,3,3,2,19,40
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,ME 172,A-,,,,,53,1,2,3,3,2,19,40
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,ME 201,,,,,,,2,1,,,3,,
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,ME 202,,,,,,,2,1,,,3,,
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,ME 241,,,,,,,2,1,,,3,,
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,PHY 102,A-,,,,,105,1,2,3,3,2,19,40
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,PHY 105,B+,30,32,67,65,194,1,1,3,3,1,21,21
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,PHY 159,B,24,37,79,47,187,1,2,3,3,2,19,40
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,SHOP 160,A,,,,,56,1,1,3,3,1,21,21
"14,453",ME,Resident,Chittagong,Shitakunda,M,Chittagong,,03/27/2012 00:00:00,SHOP 170,A,,,,,59,1,2,3,3,2,19,40
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,CHEM 109,C+,30,38,42,42,152,1,1,3,3,1,21,21
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,CHEM 114,A-,,,,,109,1,1,3,3,1,21,21
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,CHEM 141,B+,30,44,81,48,203,1,2,3,3,2,19,40
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,EEE 159,A,30,55,73,66,224,1,1,3,3,1,21,21
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,EEE 160,A,,,,,56,1,1,3,3,1,21,21
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,EEE 259,,,,,,,2,1,,,3,,
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,EEE 260,,,,,,,2,1,,,3,,
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,HUM 101,B+,27,45,68,56,196,1,2,3,3,2,19,40
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,HUM 303,,,,,,,2,1,,,3,,
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,MATH 161,B-,40,52,66,64,222,1,1,3,3,1,21,21
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,MATH 163,B-,40,64,33,87,224,1,2,3,3,2,19,40
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,MATH 261,,,,,,,2,1,,,3,,
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,ME 160,B+,,,,,97,1,1,3,3,1,21,21
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,ME 161,A-,30,45,69,74,218,1,1,3,3,1,21,21
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,ME 171,A-,30,46,67,66,209,1,2,3,3,2,19,40
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,ME 172,B,,,,,46,1,2,3,3,2,19,40
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,ME 201,,,,,,,2,1,,,3,,
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,ME 202,,,,,,,2,1,,,3,,
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,ME 241,,,,,,,2,1,,,3,,
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,PHY 102,A,,,,,112,1,2,3,3,2,19,40
"14,454",ME,Attached,Nawabganj,Nawabgonj hq,M,Nawabganj,,03/27/2012 00:00:00,PHY 105,C+,30,45,27,54,156,1,1,3,3,1,21,21
