SID,Department,Hall,Male_Female,Attendance,Classtest,Cgpa,Total_Credit_Completed,Status
6304,4,0,1,0.9771653543307086,0.7665354330708664,3.195216049382716,162,Moderate
6307,5,1,1,0.8699999999999999,0.8333333333333335,3.6578125,160,Good
6308,5,1,0,0.9520661157024795,0.7454545454545454,3.2422360248447206,161,Very Poor
6314,11,1,1,0.9966666666666666,0.7933333333333333,3.5347222222222223,162,Moderate
6315,2,1,1,0.8853448275862068,0.7866379310344829,3.40625,160,Moderate
6316,1,0,1,0.9564102564102566,0.6683760683760683,3.2800632911392404,158,Good
6319,2,0,1,0.9758620689655173,0.7995689655172415,3.483203125,160,Moderate
6320,6,0,1,0.7917241379310348,0.5687931034482758,2.8317953020134228,149,Very Poor
6321,5,0,1,0.9967213114754098,0.7032786885245902,3.05859375,160,Moderate
6323,11,1,1,1.0069565217391303,0.8234782608695652,3.283385093167702,161,Very Poor
6324,5,0,1,0.9025000000000001,0.69125,3.0671875,160,Moderate
6328,8,0,1,0.944628099173554,0.715289256198347,3.258116883116883,154,Moderate
6335,2,1,1,0.6346456692913386,0.6,2.9763621794871793,156,Good
6336,1,1,1,1.0,0.8188034188034188,3.6052215189873418,158,Good
6337,1,1,1,0.9634146341463415,0.7065040650406504,3.1115506329113924,158,Moderate
6339,1,0,1,0.9725000000000001,0.8529166666666668,3.723892405063291,158,Good
6340,1,1,1,0.9512820512820518,0.8094017094017091,3.6052215189873418,158,Good
6341,1,1,1,1.0,0.7555555555555555,3.194620253164557,158,Moderate
6342,5,0,0,1.0188034188034185,0.8884615384615385,3.7142857142857144,161,Good
6343,5,1,1,0.9949152542372881,0.7182203389830508,2.73828125,160,Moderate
6344,5,0,1,0.7263565891472867,0.6294573643410852,2.772798742138365,159,Very Poor
6345,5,0,0,0.9867768595041322,0.7504132231404959,3.1343167701863353,161,Moderate
6346,5,0,1,0.7814516129032256,0.6004032258064516,2.7265625,160,Very Poor
6348,5,1,1,1.0136752136752136,0.8521367521367523,3.434006211180124,161,Poor
6349,2,0,1,0.9752,0.844,3.6284722222222223,162,Good
6350,2,1,1,0.9936,0.9475999999999999,3.9521604938271606,162,Excellent
6351,2,0,1,0.9840000000000001,0.7944,3.5709876543209877,162,Very Good
6352,2,0,1,0.9856000000000001,0.8463999999999998,3.7700617283950617,162,Good
6353,2,1,1,0.6911111111111111,0.5781481481481481,3.2976190476190474,147,Poor
6354,2,1,1,0.8399999999999999,0.8332,3.5574845679012346,162,Good
6355,2,1,1,0.9824,0.7608,3.152391975308642,162,Moderate
6356,2,1,1,0.984,0.7887999999999998,3.256172839506173,162,Moderate
6357,2,1,1,0.9912000000000001,0.7914000000000001,3.4602623456790123,162,Moderate
6358,2,1,1,0.9553719008264465,0.6772727272727272,2.8194444444444446,162,Moderate
6359,2,1,0,0.9912000000000001,0.8700000000000002,3.8132716049382718,162,Very Good
6360,2,0,1,0.8867924528301887,0.6622641509433961,3.1795302013422817,149,Moderate
6362,2,1,1,0.9904,0.8994000000000001,3.8445216049382718,162,Excellent
6363,1,1,1,0.790909090909091,0.4691287878787879,2.7792721518987342,158,Very Poor
6364,10,0,0,0.4413793103448276,0.4902298850574712,3.2393617021276597,141,Very Poor
6366,10,1,0,0.7189873417721518,0.6563291139240506,3.5910596026490067,151,Moderate
6367,10,0,0,0.7974683544303797,0.7107594936708861,3.3625827814569536,151,Very Poor
6368,10,0,0,0.47407407407407415,0.5753086419753086,3.1415562913907285,151,Very Poor
6370,10,1,1,0.7265822784810125,0.5284810126582278,3.3269867549668874,151,Poor
6371,1,1,1,0.9974358974358974,0.8081196581196578,3.550632911392405,158,Good
6373,1,0,1,0.6507042253521126,0.49507042253521144,2.7650316455696204,158,Good
6374,1,0,1,0.9897435897435899,0.807051282051282,3.517405063291139,158,Good
6375,1,1,1,0.7892307692307693,0.6053846153846153,3.2805944055944054,143,Poor
6376,1,1,1,0.9897435897435899,0.8247863247863249,3.704905063291139,158,Good
6377,1,0,1,0.9871794871794873,0.8352564102564102,3.757120253164557,158,Good
6378,1,0,1,0.9512820512820512,0.7286324786324786,3.5625,158,Very Good
6379,1,1,1,0.8952755905511812,0.7522834645669293,3.5702054794520546,146,Moderate
6380,1,1,1,0.7512820512820516,0.6457264957264957,3.4651898734177213,158,Good
6381,1,0,0,0.9692307692307695,0.7119658119658121,3.3227848101265822,158,Very Poor
6382,1,0,1,0.9871794871794873,0.817094017094017,3.6977848101265822,158,Good
6383,1,1,1,0.935294117647059,0.7962184873949578,3.367879746835443,158,Moderate
6389,3,1,1,0.9122950819672133,0.6713114754098362,3.2314814814814814,162,Poor
6397,5,1,0,1.0,0.8280991735537188,3.612577639751553,161,Moderate
6400,10,0,1,0.5349514563106796,0.4980582524271846,2.302309782608696,184,Poor
6404,5,1,1,0.9716666666666668,0.7245833333333332,2.9703125,160,Moderate
6405,1,1,1,0.9846153846153848,0.8399572649572649,3.6242088607594938,158,Good
6424,5,1,0,0.9916666666666666,0.8533333333333335,3.60703125,160,Moderate
6425,7,0,0,1.0306306306306308,0.8711711711711714,3.4465408805031448,159,Good
6426,5,1,1,0.7803418803418801,0.7311965811965813,2.795807453416149,161,Moderate
6429,5,1,1,0.9041322314049587,0.7152892561983469,3.093944099378882,161,Moderate
6430,2,0,1,0.9976,0.7772,3.431327160493827,162,Moderate
6431,4,1,1,0.9787401574803151,0.8641732283464568,3.7743055555555554,162,Good
6436,1,1,1,0.9871794871794873,0.7512820512820512,3.348892405063291,158,Moderate
6443,1,1,1,0.9948717948717949,0.808119658119658,3.4580696202531644,158,Poor
6447,5,0,1,0.9842975206611569,0.7020661157024793,3.0683229813664594,161,Moderate
6448,5,1,1,1.0,0.7841666666666668,3.40078125,160,Moderate
6449,2,1,1,0.9950413223140497,0.7956611570247935,3.429783950617284,162,Moderate
6456,11,1,1,0.7319327731092438,0.7441176470588236,3.1319875776397517,161,Very Poor
6458,6,1,1,1.000854700854701,0.8809829059829063,3.644140625,160,Good
6459,2,1,1,1.0080357142857144,0.8888392857142859,3.64375,160,Good
6460,2,0,0,0.8265625000000002,0.6785156250000001,2.8265845070422535,142,Moderate
6461,1,0,1,0.9948717948717949,0.8358974358974357,3.7096518987341773,158,Good
6462,1,1,1,1.0,0.8583333333333334,3.7096518987341773,158,Good
6463,1,0,0,0.966666666666667,0.7651709401709402,3.721518987341772,158,Good
6464,1,1,1,0.8923076923076924,0.7273504273504272,3.358386075949367,158,Moderate
6465,1,1,1,0.9871794871794872,0.8320512820512822,3.6337025316455698,158,Good
6466,1,1,1,0.9846153846153847,0.817948717948718,3.5316455696202533,158,Good
6467,1,1,1,0.9781512605042019,0.7462184873949582,3.2563291139240507,158,Moderate
6468,1,1,1,0.923809523809524,0.6238095238095236,2.7246835443037973,158,Good
6469,3,1,1,0.8355932203389832,0.7682203389830509,3.232253086419753,162,Poor
6470,3,1,1,0.5618055555555557,0.7451388888888887,2.949919871794872,156,Good
6472,3,1,1,0.8344000000000003,0.6699999999999999,2.7741013071895426,153,Poor
6473,3,1,1,0.7655172413793104,0.5068965517241382,3.3240131578947367,114,Very Poor
6474,4,1,1,0.9952755905511812,0.8799212598425197,3.814814814814815,162,Excellent
6475,4,1,1,0.8034782608695654,0.7730434782608696,2.908179012345679,162,Poor
6476,4,1,1,0.9440944881889765,0.7066929133858267,3.1566358024691357,162,Poor
6477,4,0,1,0.9976377952755906,0.8602362204724407,3.7237654320987654,162,Good
6478,4,1,1,0.6053333333333334,0.6323333333333333,2.474537037037037,162,Very Poor
6479,4,0,1,0.8897637795275591,0.7625984251968504,3.306712962962963,162,Moderate
6480,4,1,1,0.7299212598425199,0.7618110236220472,3.452932098765432,162,Poor
6481,4,1,1,0.988976377952756,0.7669291338582676,3.4876543209876543,162,Poor
6482,4,1,1,1.0344537815126051,0.7789915966386555,2.9621913580246915,162,Poor
6483,1,1,1,1.0,0.8487179487179487,3.7096518987341773,158,Good
6484,1,1,1,0.9324999999999999,0.6997916666666668,3.1827531645569622,158,Moderate
6485,3,1,1,1.030701754385965,0.8649122807017544,3.513117283950617,162,Good
6486,3,0,1,0.9396694214876032,0.7115702479338845,3.374223602484472,161,Good
6488,3,0,0,0.9957627118644068,0.8576271186440676,3.693287037037037,162,Good
6489,3,1,1,0.8330508474576268,0.6057203389830509,2.6242283950617282,162,Poor
6490,3,1,1,0.976271186440678,0.8091101694915255,3.599537037037037,162,Good
6491,3,0,1,0.997457627118644,0.8686440677966101,3.8549382716049383,162,Excellent
6492,3,1,1,0.909322033898305,0.7586864406779662,3.4324845679012346,162,Poor
6493,3,1,1,0.9389830508474577,0.8146186440677966,3.7550154320987654,162,Good
6494,3,0,0,0.9830508474576272,0.8565677966101692,3.6847993827160495,162,Good
6495,4,1,1,0.7398437499999998,0.6140625000000001,2.992283950617284,162,Very Poor
6496,4,1,1,0.9944881889763779,0.7307086614173228,3.4224537037037037,162,Poor
6498,4,1,1,0.8941176470588237,0.7084033613445377,2.971836419753086,162,Poor
6499,4,1,1,0.9606299212598426,0.8165354330708661,3.751543209876543,162,Good
6500,4,1,1,0.9015384615384615,0.6573076923076921,3.0713734567901234,162,Poor
6501,4,1,1,0.9881889763779529,0.8098425196850393,3.599151234567901,162,Good
6502,4,1,1,0.9401574803149607,0.6480314960629923,3.0513117283950617,162,Good
6503,4,0,1,0.9527559055118112,0.6972440944881887,3.3348765432098766,162,Moderate
6504,4,1,1,0.9976377952755906,0.8708661417322835,3.702932098765432,162,Good
6505,4,0,1,0.9291338582677166,0.7779527559055118,3.5385802469135803,162,Good
6506,4,1,1,0.988976377952756,0.8562992125984252,3.8136574074074074,162,Excellent
6507,4,0,1,0.8702290076335877,0.6935114503816794,3.1948302469135803,162,Moderate
6508,4,1,1,0.8385714285714285,0.7528571428571427,4.163219424460432,139,Excellent
6509,5,0,1,0.93,0.7337500000000002,3.221875,160,Moderate
6510,2,1,1,1.0,0.8749999999999999,3.787890625,160,Good
6511,7,1,1,0.9942148760330578,0.6278512396694215,2.9812091503267975,153,Very Poor
6512,8,1,1,0.9842105263157896,0.8061403508771929,3.546583850931677,161,Good
6523,4,1,1,0.8833333333333335,0.5913194444444444,2.5044354838709677,155,Poor
6551,10,1,1,0.4290322580645161,0.47956989247311843,3.524834437086093,151,Excellent
6554,10,0,1,0.371523178807947,0.5271523178807949,2.786073825503356,149,Poor
6555,5,0,1,0.7975609756097559,0.643089430894309,2.72248427672956,159,Very Poor
6559,5,0,1,0.8775862068965519,0.6900862068965515,3.2046875,160,Moderate
6560,11,0,1,0.8360655737704921,0.7456967213114752,2.9751552795031055,161,Good
6564,4,0,1,0.7223021582733813,0.6553956834532374,3.1658834586466167,133,Moderate
6565,1,0,1,1.0,0.9272222222222225,3.8876582278481013,158,Very Good
6572,2,1,1,0.9704000000000002,0.7183999999999999,3.3429783950617282,162,Moderate
6578,4,0,1,1.0141732283464568,0.6409448818897637,2.8699845679012346,162,Very Poor
6580,7,1,1,0.9747826086956523,0.7469565217391304,3.207547169811321,159,Poor
6581,4,1,1,1.0048780487804878,0.8752032520325203,3.5416666666666665,162,Good
6582,10,0,0,0.847058823529412,0.7098235294117647,3.007236842105263,190,Very Poor
6583,5,1,1,0.9216666666666665,0.6750000000000002,3.17109375,160,Moderate
6584,2,0,1,0.9241379310344828,0.8448275862068964,3.659375,160,Good
6586,1,1,1,0.9487179487179487,0.7587606837606838,3.2278481012658227,158,Moderate
6587,1,0,1,0.9948717948717949,0.7978632478632478,3.4841772151898733,158,Moderate
6588,1,0,0,0.9641025641025642,0.7476495726495724,3.242088607594937,158,Very Poor
6590,1,1,0,0.9846153846153848,0.8106837606837604,3.6455696202531644,158,Good
6591,1,1,1,0.99,0.68,3.132911392405063,158,Moderate
6593,1,0,1,0.9226890756302522,0.695798319327731,3.3169354838709677,155,Moderate
6594,3,0,0,0.9906779661016949,0.7758474576271188,3.5474537037037037,162,Moderate
6595,3,1,1,0.7809523809523811,0.653968253968254,3.160601265822785,158,Poor
6596,3,1,1,0.997457627118644,0.8618644067796608,3.732638888888889,162,Good
6597,3,0,1,0.9762711864406781,0.8442796610169491,3.665895061728395,162,Good
6599,3,1,1,0.9949152542372882,0.765466101694915,3.2785493827160495,162,Poor
6601,4,1,1,0.9897637795275591,0.8031496062992126,3.560185185185185,162,Good
6602,4,1,1,0.8322834645669291,0.7232283464566929,3.140432098765432,162,Poor
6603,4,1,1,0.9881889763779529,0.7740157480314961,3.5347222222222223,162,Moderate
6604,4,0,1,0.6030769230769232,0.6584615384615388,3.118317610062893,159,Poor
6605,4,1,1,1.0092436974789918,0.7638655462184875,3.1944444444444446,162,Poor
6606,4,1,1,0.9716535433070868,0.7826771653543309,3.1685956790123457,162,Poor
6607,4,1,1,0.9850393700787402,0.8507874015748031,3.8229166666666665,162,Excellent
6608,4,1,1,0.9905511811023622,0.7448818897637796,3.1400462962962963,162,Poor
6609,4,1,1,0.8923076923076926,0.6496153846153845,2.881172839506173,162,Very Poor
6610,2,1,0,0.9887931034482758,0.8521551724137933,3.717578125,160,Moderate
6611,2,1,1,0.819047619047619,0.640079365079365,2.5931291390728477,151,Moderate
6612,5,1,1,0.9916666666666666,0.7929166666666665,3.6328125,160,Moderate
6613,5,0,1,0.9933333333333334,0.8112499999999999,3.68515625,160,Good
6614,5,0,0,0.7783333333333332,0.7079166666666666,3.17421875,160,Moderate
6615,5,1,1,0.8422413793103449,0.6448275862068965,2.84296875,160,Poor
6616,5,1,1,0.8198412698412697,0.5603174603174603,2.784313725490196,153,Poor
6617,5,0,1,0.9925,0.8220833333333335,3.8078125,160,Very Good
6618,5,1,1,0.9883333333333333,0.7745833333333334,3.58125,160,Moderate
6619,5,1,1,0.7724999999999999,0.7604166666666665,3.30859375,160,Very Poor
6620,5,0,0,0.995,0.80125,3.57265625,160,Good
6621,5,0,0,0.9933333333333334,0.8962499999999998,3.8484375,160,Very Good
6622,5,1,1,0.82,0.6056,2.76328125,160,Poor
6623,5,0,0,0.9525000000000001,0.7600000000000001,3.221875,160,Moderate
6625,5,1,1,0.9025000000000001,0.7075000000000001,3.1015625,160,Moderate
6627,5,1,1,0.738211382113821,0.6121951219512194,2.7390625,160,Very Poor
6628,6,0,1,0.8131782945736435,0.6034883720930234,3.235372340425532,141,Poor
6629,6,1,1,0.9872881355932205,0.8368644067796609,3.772265625,160,Good
6630,6,0,1,1.0672727272727274,0.9281818181818182,3.606640625,160,Good
6631,6,1,0,0.8957627118644068,0.6860169491525423,3.026171875,160,Poor
6633,6,1,1,0.9395161290322582,0.6508064516129032,3.1073369565217392,138,Poor
6676,8,1,1,0.9381818181818183,0.8272727272727273,3.296195652173913,161,Moderate
6677,5,1,1,0.9982758620689656,0.696551724137931,2.90390625,160,Moderate
6678,7,1,1,0.7177966101694916,0.575,2.919811320754717,159,Poor
6679,8,0,1,0.8382113821138213,0.6955284552845529,3.2722039473684212,152,Very Poor
6688,9,0,0,0.9847619047619048,0.795952380952381,2.7167721518987342,158,Moderate
6689,10,1,0,0.8409638554216867,0.6740963855421687,3.0651315789473683,190,Poor
6690,1,1,1,0.9846153846153847,0.8166666666666667,3.6550632911392404,158,Good
6691,1,1,1,0.9974358974358974,0.8623931623931622,3.6455696202531644,158,Good
6692,3,1,1,0.9940677966101696,0.7461864406779659,3.2276234567901234,162,Poor
6693,4,1,1,0.9724409448818899,0.7925196850393703,3.4957561728395063,162,Poor
6694,1,1,1,0.9871794871794873,0.8861111111111113,3.8378164556962027,158,Excellent
6695,5,1,1,0.8333333333333334,0.7083333333333333,3.09453125,160,Moderate
6696,5,1,1,0.9433333333333334,0.7900000000000004,3.328125,160,Moderate
6697,5,0,1,0.9874999999999999,0.8133333333333334,3.53984375,160,Good
6699,2,1,1,0.9586206896551726,0.7995689655172413,3.44375,160,Moderate
6701,5,0,1,1.021551724137931,0.9064655172413796,3.7015625,160,Good
6702,5,0,1,0.7950920245398773,0.6343558282208587,2.8358843537414966,147,Very Poor
6709,2,1,1,0.6730769230769231,0.7476923076923077,3.1516203703703702,162,Very Poor
6710,2,0,1,0.8659863945578231,0.6078231292517006,2.590909090909091,154,Poor
6711,7,1,1,0.98,0.7904347826086958,3.2429245283018866,159,Poor
6713,10,1,1,0.1153061224489796,0.2045918367346939,2.0096153846153846,143,Very Poor
6714,4,0,1,0.9251968503937009,0.8074803149606301,3.560570987654321,162,Good
6715,1,1,1,0.9692307692307692,0.8713675213675212,3.6028481012658227,158,Good
6716,10,1,1,0.238655462184874,0.27689075630252097,2.5290880503144653,159,Very Poor
6717,4,0,1,0.9944881889763779,0.8059055118110235,3.7295524691358026,162,Good
6718,4,1,1,1.0218487394957987,0.792436974789916,2.951003086419753,162,Poor
6719,4,1,1,0.9905511811023623,0.7921259842519682,3.403935185185185,162,Poor
6720,6,0,1,0.9864406779661018,0.8139830508474576,3.290234375,160,Moderate
6721,6,1,0,0.9903508771929824,0.8469298245614035,3.54765625,160,Moderate
6722,6,0,1,0.9601694915254239,0.836864406779661,3.83125,160,Very Good
6723,6,0,1,0.7515625000000002,0.6195312500000002,3.316300675675676,148,Good
6724,6,1,1,0.6017751479289941,0.44467455621301777,2.494047619047619,147,Good
6725,6,1,1,1.0192982456140351,0.7337719298245614,3.06328125,160,Poor
6726,6,0,1,1.0,0.8288135593220342,3.575,160,Good
6727,8,1,1,0.9789473684210527,0.7557017543859648,3.364130434782609,161,Moderate
6728,8,0,1,0.9771929824561405,0.8390350877192981,3.8338509316770186,161,Excellent
6731,8,1,1,0.3343949044585987,0.38375796178343957,2.7440693430656933,137,Poor
6732,4,1,1,0.9661417322834647,0.7196850393700789,3.1724537037037037,162,Poor
6733,4,1,1,0.9850393700787402,0.7759842519685043,3.6022376543209877,162,Moderate
6734,4,0,1,0.9181102362204727,0.7299212598425197,3.0771604938271606,162,Moderate
6735,4,1,1,0.6870229007633586,0.6137404580152673,2.6262096774193546,155,Good
6736,4,1,1,0.793846153846154,0.6076923076923076,2.7916666666666665,162,Poor
6737,4,0,1,0.8923076923076925,0.6807692307692308,3.099151234567901,162,Moderate
6738,4,1,1,0.9170731707317074,0.7723577235772358,3.2627314814814814,162,Poor
6740,4,1,1,0.9850393700787403,0.6413385826771654,2.8497596153846154,156,Very Poor
6742,4,1,1,0.7781818181818182,0.48393939393939384,2.707107843137255,153,Very Poor
6743,5,1,1,0.8825000000000001,0.6741666666666666,3.14765625,160,Moderate
6745,8,1,1,0.8368421052631579,0.6881578947368421,3.1793478260869565,161,Moderate
6747,9,1,0,0.9854368932038836,0.7578640776699028,2.4319620253164556,158,Good
6748,9,1,1,0.9631067961165051,0.7543203883495146,2.6147151898734178,158,Moderate
6749,9,1,0,0.9902912621359223,0.8038834951456307,2.733386075949367,158,Moderate
6750,6,1,1,0.9727272727272729,0.6609504132231406,3.09156050955414,157,Poor
6751,11,1,1,0.9302521008403362,0.8592436974789911,3.8260869565217392,161,Excellent
6753,11,0,1,1.0168067226890756,0.7691176470588237,3.3299689440993787,161,Good
6754,11,1,1,0.6921259842519685,0.6551181102362205,2.983974358974359,156,Very Poor
6755,11,1,1,0.8504201680672269,0.7102941176470589,2.8110687022900764,131,Moderate
6756,11,1,1,0.6588235294117646,0.6899159663865546,3.1645962732919255,161,Very Poor
6758,1,0,1,0.9897435897435897,0.832051282051282,3.8069620253164556,158,Very Good
6759,1,1,1,0.9794871794871796,0.8362393162393161,3.740506329113924,158,Good
6760,1,0,0,0.9974358974358974,0.8262820512820512,3.8212025316455698,158,Very Good
6761,1,0,0,0.9897435897435897,0.8044017094017092,3.6882911392405062,158,Very Good
6762,1,1,1,0.9692307692307695,0.7329059829059827,3.4509493670886076,158,Moderate
6763,1,0,1,0.9743589743589743,0.7994871794871795,3.6337025316455698,158,Very Good
6764,1,1,1,0.9538461538461539,0.8133760683760682,3.6526898734177213,158,Good
6775,1,1,1,0.7897435897435898,0.5965811965811966,3.0427215189873418,158,Poor
6794,4,0,1,0.8582677165354332,0.7960629921259841,3.6099537037037037,162,Good
6805,4,1,1,0.8894409937888201,0.6090062111801242,2.1805555555555554,162,Moderate
6806,4,0,1,0.9850393700787402,0.8137795275590549,3.4575617283950617,162,Moderate
6808,10,1,1,0.3136842105263158,0.4441052631578947,2.3806818181818183,176,Very Poor
6810,10,1,1,0.5774193548387095,0.5583333333333331,2.967763157894737,190,Very Poor
6812,1,1,1,1.0,0.8002136752136751,3.6384493670886076,158,Good
6813,1,1,1,0.9725,0.7985416666666667,3.5482594936708862,158,Moderate
6816,1,1,1,0.9923076923076923,0.8358974358974359,3.75,158,Good
6821,4,1,1,0.9755905511811024,0.8519685039370077,3.8449074074074074,162,Excellent
6830,5,0,1,0.8108974358974357,0.5326923076923077,2.6789383561643834,146,Poor
6831,1,0,1,0.9923076923076923,0.8901709401709402,3.8117088607594938,158,Very Good
6832,6,1,1,0.9396694214876035,0.6764462809917355,2.939453125,160,Moderate
6835,2,1,1,0.9677685950413224,0.7557851239669422,3.338348765432099,162,Moderate
6837,2,0,1,0.7320000000000001,0.6053200000000001,2.771219135802469,162,Good
6838,10,1,0,0.5726315789473684,0.5423684210526316,3.1648936170212765,188,Very Poor
6843,5,0,1,1.0,0.7766666666666667,3.46328125,160,Moderate
6844,4,1,1,0.6118055555555554,0.5871527777777776,3.110738255033557,149,Very Poor
6845,4,1,1,0.9748031496062993,0.7948818897637797,3.376543209876543,162,Poor
6846,4,1,1,0.9685039370078742,0.7641732283464567,3.2534722222222223,162,Poor
6847,6,1,1,0.9703389830508475,0.7411016949152542,3.299609375,160,Moderate
6848,6,1,1,0.8491525423728814,0.775,3.48046875,160,Poor
6849,6,1,1,0.6746478873239439,0.5602112676056338,3.0191326530612246,147,Good
6850,6,1,1,0.7354330708661417,0.6267716535433068,3.05,160,Poor
6851,8,1,1,0.9271929824561408,0.838157894736842,3.437888198757764,161,Moderate
6853,8,1,1,0.9912280701754386,0.8916666666666666,3.7950310559006213,161,Good
6854,8,1,1,0.7519999999999999,0.6652000000000001,2.783385093167702,161,Good
6855,8,1,1,0.942982456140351,0.705701754385965,2.847437888198758,161,Moderate
6856,8,1,1,0.8964912280701758,0.7333333333333333,2.9316770186335406,161,Moderate
6857,8,1,0,0.9412280701754389,0.7521929824561402,3.2892080745341614,161,Poor
6858,8,1,1,0.9947368421052633,0.9030701754385964,3.840062111801242,161,Excellent
6859,9,0,1,0.9895238095238095,0.8428571428571427,2.787974683544304,158,Moderate
6860,9,0,0,0.9914285714285715,0.7838095238095237,2.5371835443037973,158,Moderate
6861,9,1,0,0.9800000000000002,0.7104761904761904,2.3022151898734178,158,Poor
6862,9,0,0,0.9885714285714287,0.7704761904761905,2.507911392405063,158,Moderate
6863,11,0,1,0.9865546218487395,0.7857142857142857,3.4604037267080745,161,Good
6864,11,1,0,0.9840336134453782,0.8647058823529412,3.6622670807453415,161,Moderate
6865,11,1,1,0.7523809523809525,0.6198412698412697,2.7943548387096775,155,Poor
6866,11,1,0,0.9915966386554621,0.8231092436974791,3.5683229813664594,161,Moderate
6867,11,1,1,0.9420168067226891,0.7388655462184875,3.327639751552795,161,Moderate
6868,11,1,0,0.9621848739495797,0.8035714285714286,3.593944099378882,161,Moderate
6870,11,0,1,0.6403100775193798,0.5602713178294574,2.937086092715232,151,Poor
6871,1,0,1,0.9846153846153847,0.8153846153846152,3.6337025316455698,158,Good
6872,1,1,1,1.0,0.880042735042735,3.8069620253164556,158,Excellent
6873,1,1,1,0.9550000000000001,0.7495833333333332,3.5031645569620253,158,Moderate
6874,1,1,1,0.8621848739495798,0.6550420168067226,2.9872448979591835,147,Moderate
6875,1,1,1,0.9897435897435899,0.8013675213675215,3.6503164556962027,158,Good
6876,1,1,1,0.9100000000000001,0.6870833333333332,3.0,158,Moderate
6877,1,1,1,0.9948717948717949,0.8272222222222219,3.7025316455696204,158,Good
6878,1,0,1,0.935897435897436,0.8022649572649575,3.768987341772152,158,Good
6879,5,1,1,0.9849999999999999,0.5910714285714286,3.18359375,128,Good
6880,5,1,1,0.8341666666666666,0.5987500000000001,2.5560661764705883,136,Moderate
6881,5,1,1,0.7560344827586208,0.718103448275862,3.1953125,160,Good
6882,5,0,1,0.82,0.69375,3.04921875,160,Moderate
6883,5,1,1,0.9327586206896552,0.7262931034482759,2.734375,160,Moderate
6884,5,1,0,0.938655462184874,0.6075630252100842,2.46328125,160,Poor
6885,5,0,1,0.9141666666666667,0.7704166666666665,3.23203125,160,Moderate
6886,5,1,1,0.9375000000000001,0.7145833333333332,3.4015625,160,Moderate
6887,5,0,1,0.9716666666666666,0.8641666666666666,3.75,160,Good
6888,5,1,1,0.5162962962962964,0.5381481481481482,2.937977099236641,131,Very Poor
6889,5,0,1,0.9858333333333333,0.77,3.53359375,160,Moderate
6890,5,1,1,1.0344827586206897,0.8370689655172415,3.51953125,160,Good
6891,5,1,0,1.014655172413793,0.7741379310344828,2.8625,160,Moderate
6892,5,1,1,0.7785714285714286,0.6142857142857144,2.9488993710691824,159,Moderate
6903,1,0,0,0.9948717948717949,0.9226495726495728,3.920886075949367,158,Very Good
6904,5,1,1,0.9886956521739131,0.6347826086956522,2.621875,160,Very Poor
6905,5,1,1,0.764655172413793,0.8202586206896555,3.37109375,160,Poor
6949,5,0,1,1.0675,0.8083333333333333,2.63125,160,Poor
6952,5,1,1,0.7008771929824564,0.618421052631579,2.5759493670886076,158,Poor
6953,3,1,1,0.7692982456140351,0.7456140350877195,3.1638621794871793,156,Poor
6954,11,0,0,1.0714285714285714,0.8691964285714285,3.4228395061728394,162,Very Poor
6955,5,0,1,0.8480916030534351,0.6469465648854961,2.97890625,160,Very Poor
6962,4,1,1,0.9317073170731708,0.6565040650406502,2.8333333333333335,162,Poor
6966,1,1,1,1.0,0.8115384615384614,3.600474683544304,158,Good
6968,2,0,1,0.976068376068376,0.6589743589743591,2.68046875,160,Moderate
6975,2,0,1,0.9085937500000002,0.719140625,3.5316358024691357,162,Very Good
6980,4,1,1,0.9732283464566931,0.75748031496063,3.455246913580247,162,Poor
6990,10,0,1,0.37200000000000005,0.5565000000000001,2.7624172185430464,151,Poor
6991,8,1,1,0.7925000000000002,0.7124999999999999,2.795807453416149,161,Moderate
6992,9,1,1,0.9666666666666668,0.7995238095238094,2.7507911392405062,158,Moderate
6993,9,0,0,0.9600000000000001,0.7558571428571426,2.518987341772152,158,Moderate
6994,9,1,1,0.9085714285714286,0.6609523809523808,2.286392405063291,158,Moderate
6995,9,0,0,0.9457142857142858,0.8424761904761907,2.8599683544303796,158,Poor
6996,9,0,0,0.9228571428571429,0.8061904761904761,2.6503164556962027,158,Very Poor
6997,11,0,1,0.9708661417322836,0.7401574803149603,3.4266975308641974,162,Good
6998,11,1,0,0.9916666666666667,0.8304166666666666,3.408179012345679,162,Moderate
6999,11,0,0,0.9758333333333333,0.8012500000000001,3.3834876543209877,162,Poor
7000,11,1,1,0.9151999999999999,0.6924000000000001,2.77109375,160,Moderate
7001,11,0,0,0.9783333333333333,0.8116666666666668,3.365740740740741,162,Poor
7002,11,1,1,0.965,0.7216666666666668,3.0339506172839505,162,Moderate
7003,11,1,1,0.9503816793893128,0.7427480916030534,3.315586419753086,162,Moderate
7004,11,0,0,0.9808333333333333,0.69875,3.0424382716049383,162,Good
7007,10,1,0,0.7541176470588237,0.6523529411764706,3.3710526315789475,190,Very Poor
7008,7,1,1,0.7693693693693692,0.7000000000000001,2.9654088050314464,159,Poor
7009,7,1,1,1.0,0.8426086956521736,3.744496855345912,159,Good
7010,7,1,1,0.9643478260869566,0.7721739130434783,3.42374213836478,159,Poor
7011,7,1,1,0.9565217391304348,0.7739130434782608,3.1517295597484276,159,Poor
7012,7,0,1,0.9669565217391304,0.7226086956521739,3.0605345911949686,159,Poor
7013,5,1,1,0.9424999999999998,0.7033333333333333,2.88828125,160,Moderate
